name,city,state,activitytype,Best_time_to_visit,Image_url,description,ideal_duration_hours,google_review_rating,entrance_fee_inr,airport_nearby,weekly_off,dslr_allowed
Kalighat Kali Temple,Kolkata,West Bengal,CULTURE,Morning,https://www.templepurohit.com/wp-content/uploads/2015/01/Kalighat-Kali-Temple-Kolkata.jpg,Kalighat Kali Temple is a well-known Temple located in Kolkata. It is of Religious significance.,1.0,4.4,0,True,None,True
Science City Kolkata,Kolkata,West Bengal,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/0/03/Science_City_Kolkata_4643.JPG,Science City Kolkata is a well-known Science located in Kolkata. It is of Educational significance.,3.0,4.4,60,True,None,True
Marble Palace,Kolkata,West Bengal,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Marble_Palace-_Kolkata-_West_Bengal-_DSC_0006.jpg/1200px-Marble_Palace-_Kolkata-_West_Bengal-_DSC_0006.jpg,Marble Palace is a well-known Palace located in Kolkata. It is of Historical significance.,1.0,4.4,0,True,None,True
Calangute Beach,Goa,Goa,NATURE,Evening,https://s7ap1.scene7.com/is/image/incredibleindia/calangute-beach-goa-7-musthead-hero?qlt=82&ts=1726735078814,Calangute Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.4,0,True,None,True
Anjuna Beach,Goa,Goa,NATURE,Evening,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Anjuna_Beach%2C_Goa%2C_India%2C_Legendary_Curlies_beach_shack.jpg/640px-Anjuna_Beach%2C_Goa%2C_India%2C_Legendary_Curlies_beach_shack.jpg,Anjuna Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.4,0,True,None,True
Laxmi Vilas Palace,Vadodara,Gujarat,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/b/bd/LakshmiVilas_Palace.jpg,Laxmi Vilas Palace is a well-known Palace located in Vadodara. It is of Historical significance.,2.0,4.4,200,True,Monday,True
Manek Chowk,Ahmedabad,Gujarat,CULTURE,Night,https://upload.wikimedia.org/wikipedia/commons/9/9f/Manekchok.jpg,Manek Chowk is a well-known Market located in Ahmedabad. It is of Food significance.,2.0,4.4,0,True,None,True
Science City,Ahmedabad,Gujarat,CULTURE,All,https://assets.simpleviewinc.com/simpleview/image/upload/crm/overlandpark/15800061_1200678019970162_2078686735126305890_o0-e9440f315056a36_e944123e-5056-a36a-09c5cf0c57ceea63.jpg,Science City is a well-known Science located in Ahmedabad. It is of Educational significance.,7.0,4.4,500,True,Monday,True
Hawa Mahal,Jaipur,Rajasthan,HERITAGE,Morning,https://upload.wikimedia.org/wikipedia/commons/4/41/East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg,Hawa Mahal is a well-known Palace located in Jaipur. It is of Architectural significance.,1.0,4.4,50,True,None,True
City Palace,Udaipur,Rajasthan,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/a/a4/Chandra_Mahal%2C_City_Palace%2C_Jaipur%2C_20191218_0951_9043.jpg,City Palace is a well-known Palace located in Udaipur. It is of Historical significance.,2.0,4.4,300,True,None,True
City Palace,Udaipur,Rajasthan,HERITAGE,All,https://upload.wikimedia.org/wikipedia/commons/a/a4/Chandra_Mahal%2C_City_Palace%2C_Jaipur%2C_20191218_0951_9043.jpg,City Palace is a well-known Palace located in Jaipur. It is of Historical significance.,2.0,4.4,200,True,None,True
Jaisalmer Fort,Jaisalmer,Rajasthan,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Jaisalmer_forteresse.jpg/1200px-Jaisalmer_forteresse.jpg,Jaisalmer Fort is a well-known Fort located in Jaisalmer. It is of Historical significance.,2.5,4.4,50,False,None,True
Pushkar Lake,Pushkar,Rajasthan,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/c/c3/Evening_lights_by_the_Pushkar_Lake%2C_Pushkar.jpg,Pushkar Lake is a well-known Temple located in Pushkar. It is of Religious significance.,1.5,4.4,0,False,None,True
Fort Kochi,Kochi,Kerala,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/6/6e/Kochi%2C_Fishing_nets_at_sunset%2C_Kerala%2C_India.jpg,Fort Kochi is a well-known Site located in Kochi. It is of Historical significance.,1.0,4.4,0,True,None,True
Kovalam Beach,Kovalam,Kerala,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/3/3c/Kovalam_beach_trivandrum_kerala.jpg,Kovalam Beach is a well-known Beach located in Kovalam. It is of Recreational significance.,2.0,4.4,0,True,None,True
St. Angelo Fort,Kannur,Kerala,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/6/65/Malta_-_Birgu_-_Fort_Saint_Angelo_%28Upper_Barrakka_Gardens%29_01_ies.jpg,St. Angelo Fort is a well-known Fort located in Kannur. It is of Historical significance.,1.0,4.4,20,True,None,True
Kerala Folklore Museum,Kochi,Kerala,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/17/1c/49/anthropology-and-ethnography.jpg?w=1200&h=1200&s=1,Kerala Folklore Museum is a well-known Cultural located in Kochi. It is of Cultural significance.,1.5,4.4,100,True,Monday,True
Bandipur National Park,Bandipur,Karnataka,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/7c/47/ec/tiger-26-largejpg.jpg?w=1200&h=-1&s=1,Bandipur National Park is a well-known National Park located in Bandipur. It is of Wildlife significance.,3.0,4.4,300,False,None,True
Shaniwar Wada,Pune,Maharastra,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Shaniwar_wada_%28pune%29.jpg/1200px-Shaniwar_wada_%28pune%29.jpg,Shaniwar Wada is a well-known Fort located in Pune. It is of Historical significance.,2.0,4.4,50,True,None,True
Karla Caves,Lonavala,Maharastra,NATURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/f/ff/Karla_caves_Chaitya.jpg,Karla Caves is a well-known Cave located in Lonavala. It is of Historical significance.,1.5,4.4,25,True,Yes,True
Kaas Plateau,Satara,Maharashtra,NATURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/2/21/Kaas-7016.jpg,Kaas Plateau is a well-known Valley located in Satara. It is of Nature significance.,2.0,4.4,300,False,None,True
Echo Point,Matheran,Maharashtra,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fc/90/4a/viewing-platform-from.jpg?w=1200&h=-1&s=1,Echo Point is a well-known Viewpoint located in Matheran. It is of Nature significance.,1.5,4.4,0,True,None,True
Rajwada Palace,Indore,Madhya Pradesh,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/e/e1/Indore_Rajwada01.jpg,Rajwada Palace is a well-known Palace located in Indore. It is of Historical significance.,1.0,4.4,10,True,None,True
Narmada Udgam Temple,Amarkantak,Madhya Pradesh,CULTURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bb/f0/f6/photo.jpg?w=1200&h=-1&s=1,Narmada Udgam Temple is a well-known Temple located in Amarkantak. It is of Religious significance.,1.0,4.4,0,False,None,True
Chitrakoot Falls,Chitrakoot,Madhya Pradesh,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/9/91/Chitrakot_waterfalls.JPG,Chitrakoot Falls is a well-known Waterfall located in Chitrakoot. It is of Nature significance.,1.5,4.4,0,False,None,True
Chamera Lake,Chamba,Himachal Pradesh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9f/79/82/chamera-lake-also-known.jpg?w=1200&h=-1&s=1,Chamera Lake is a well-known Lake located in Chamba. It is of Recreational significance.,2.0,4.4,0,False,None,True
Kangra Fort,Kangra,Himachal Pradesh,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/f/f0/Kangra_Fort_%2CHimachal_Pradesh_06.jpg,Kangra Fort is a well-known Fort located in Kangra. It is of Historical significance.,2.0,4.4,150,True,None,True
Serolsar Lake,Shoja,Himachal Pradesh,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f9/d3/3f/lake.jpg?w=1200&h=-1&s=1,Serolsar Lake is a well-known Lake located in Shoja. It is of Nature significance.,2.5,4.4,0,False,None,True
Laxman Jhula,Rishikesh,Uttarakhand,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/7/75/Rishikesh-Lakshman_Jhula_by_Kaustubh_Nayyar.jpg,Laxman Jhula is a well-known Suspension Bridge located in Rishikesh. It is of Cultural significance.,1.0,4.4,0,True,None,True
Jim Corbett National Park,Jim Corbett,Uttarakhand,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/7/78/Bengal-Tiger_Corbett_Uttarakhand_Dec-2013.jpg,Jim Corbett National Park is a well-known National Park located in Jim Corbett. It is of Wildlife significance.,3.0,4.4,100,True,None,True
Bara Imambara,Lucknow,Uttar Pradesh,HERITAGE,All,https://static.toiimg.com/thumb/103890956/Bara-Imambara.jpg?width=1200&height=900,Bara Imambara is a well-known Monument located in Lucknow. It is of Historical significance.,1.5,4.4,50,True,Monday,False
Jhansi Fort,Jhansi,Uttar Pradesh,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/e/e8/Jhansi_Fort.jpg,Jhansi Fort is a well-known Fort located in Jhansi. It is of Historical significance.,1.5,4.4,15,True,None,True
Buland Darwaza,Fatehpur Sikri,Uttar Pradesh,HERITAGE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Fatehput_Sikiri_Buland_Darwaza_gate_2010.jpg/800px-Fatehput_Sikiri_Buland_Darwaza_gate_2010.jpg,Buland Darwaza is a well-known Monument located in Fatehpur Sikri. It is of Historical significance.,2.0,4.4,40,True,None,True
Hemis National Park,Hemis,Ladakh,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/13-10-08_217_CONFLUENCE_OF_INDUS_RIVER_N.jpg/1200px-13-10-08_217_CONFLUENCE_OF_INDUS_RIVER_N.jpg,Hemis National Park is a well-known National Park located in Hemis. It is of Wildlife significance.,4.0,4.4,20,False,None,True
Jaldapara National Park,Siliguri,West Bengal,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/f/f5/Elephant_safari.jpg,Jaldapara National Park is a well-known Wildlife Sanctuary located in Siliguri. It is of Wildlife significance.,3.0,4.4,250,True,None,True
Sundarbans National Park,Sundarbans,West Bengal,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Sundarban_Tiger.jpg/1200px-Sundarban_Tiger.jpg,Sundarbans National Park is a well-known National Park located in Sundarbans. It is of Wildlife significance.,4.0,4.4,60,False,None,True
Gorumara National Park,Jalpaiguri,West Bengal,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/1/1f/Gorumara_Gateway_Arnab_Dutta.JPG,Gorumara National Park is a well-known National Park located in Jalpaiguri. It is of Wildlife significance.,3.0,4.4,100,True,None,True
Sanaghagara Waterfall,Kendujhar,Odisha,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/72/da/1c/sanaghagara-waterfall.jpg?w=1200&h=1200&s=1,Sanaghagara Waterfall is a well-known Waterfall located in Kendujhar. It is of Nature significance.,1.0,4.4,0,False,None,True
Belum Caves,Kurnool,Andhra Pradesh,NATURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/95/33/group-outing-belum-caves3.jpg?w=1200&h=-1&s=1,Belum Caves is a well-known Cave located in Kurnool. It is of Natural Wonder significance.,1.5,4.4,65,True,None,True
Uppalapadu Bird Sanctuary,Guntur,Andhra Pradesh,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/5f/02/90/uppalapadu-bird-sanctuary.jpg?w=1200&h=-1&s=1,Uppalapadu Bird Sanctuary is a well-known Bird Sanctuary located in Guntur. It is of Wildlife significance.,1.0,4.4,10,True,None,True
Pobitora Wildlife Sanctuary,Guwahati,Assam,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/8/82/Indian_Rhino_in_Pobitora.jpg,Pobitora Wildlife Sanctuary is a well-known Wildlife Sanctuary located in Guwahati. It is of Wildlife significance.,2.0,4.4,500,True,None,True
Limestone Caves,Baratang Island,Andaman and Nicobar Islands,NATURE,Morning,https://media.australian.museum/media/dd/images/Ishigaki_ishigakijima_limestone_cave.8181618.width-800.6104bde.jpg,Limestone Caves is a well-known Natural Feature located in Baratang Island. It is of Nature significance.,1.5,4.4,250,False,None,True
Budhha Smriti Park,Patna,Bihar,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/1/1a/Buddha_Smriti_Park.jpg,Budhha Smriti Park is a well-known Park located in Patna. It is of Cultural significance.,1.0,4.4,10,True,None,True
Kingdom of Dreams,Gurugram,Haryana,CULTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/6/68/Culture_Gully_and_Nautanki_Mahal_auditorium%2C_Kingdom_of_Dreams%2C_Gurgaon.jpg,Kingdom of Dreams is a well-known Entertainment located in Gurugram. It is of Entertainment significance.,3.0,4.4,1100,True,Monday,True
City Palace,Jaipur,Rajasthan,HERITAGE,Morning,https://upload.wikimedia.org/wikipedia/commons/a/a4/Chandra_Mahal%2C_City_Palace%2C_Jaipur%2C_20191218_0951_9043.jpg,City Palace is a well-known Palace located in Udaipur. It is of Historical significance.,2.0,4.4,300,True,None,True
City Palace,Jaipur,Rajasthan,HERITAGE,Morning,https://upload.wikimedia.org/wikipedia/commons/a/a4/Chandra_Mahal%2C_City_Palace%2C_Jaipur%2C_20191218_0951_9043.jpg,City Palace is a well-known Palace located in Jaipur. It is of Historical significance.,2.0,4.4,200,True,None,True
Sanjay Gandhi National Park,Mumbai,Maharastra,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Entrance_of_Sanjay_Gandhi_National_Park.JPG/284px-Entrance_of_Sanjay_Gandhi_National_Park.JPG,Sanjay Gandhi National Park is a well-known National Park located in Mumbai. It is of Wildlife significance.,3.0,4.3,50,True,Monday,True
Chowpatty Beach,Mumbai,Maharastra,NATURE,Evening,https://media.tacdn.com/media/attractions-splice-spp-674x446/0b/18/a0/dc.jpg,Chowpatty Beach is a well-known Beach located in Mumbai. It is of Recreational significance.,2.0,4.3,0,True,None,True
Essel World,Mumbai,Maharastra,RELAXATION,All,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Thunder%2C_Esselworld.jpg/1200px-Thunder%2C_Esselworld.jpg,Essel World is a well-known Amusement Park located in Mumbai. It is of Recreational significance.,5.0,4.3,1149,True,None,True
Elephanta Caves,Mumbai,Maharastra,HERITAGE,All ,https://whc.unesco.org/uploads/thumbs/site_0244_0004-750-750-20100705114254.jpg,Elephanta Caves is a well-known Monument located in Mumbai. It is of Historical significance.,4.0,4.3,550,True,None,True
Hussain Sagar Lake,Hyderabad,Telangana,NATURE,Evening,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Buddha_statue_11102016.jpg/270px-Buddha_statue_11102016.jpg,Hussain Sagar Lake is a well-known Lake located in Hyderabad. It is of Scenic significance.,1.0,4.3,0,True,None,True
Alipore Zoological Gardens,Kolkata,West Bengal,NATURE,Afternoon,https://www.getbengal.com/uploads/story_image/Alipore-Zoo-Born.jpg,Alipore Zoological Gardens is a well-known Zoo located in Kolkata. It is of Wildlife significance.,2.0,4.3,25,True,None,True
Colva Beach,Goa,Goa,NATURE,Evening,https://upload.wikimedia.org/wikipedia/commons/0/06/Colv%C3%A1_beach.jpg,Colva Beach is a well-known Beach located in Goa. It is of Scenic significance.,2.0,4.3,0,True,None,True
Munnar Tea Gardens,Munnar,Kerala,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e9/52/a2/sunset-at-tata-tea-gardens.jpg?w=900&h=500&s=1,Munnar Tea Gardens is a well-known Scenic Area located in Munnar. It is of Nature significance.,2.0,4.3,0,False,None,True
Periyar National Park,Thekkady,Kerala,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Periyar_National_Park.JPG/800px-Periyar_National_Park.JPG,Periyar National Park is a well-known National Park located in Thekkady. It is of Wildlife significance.,3.0,4.3,50,False,None,True
Binsar Wildlife Sanctuary,Almora,Uttarakhand,NATURE,All,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/07/0b/38/the-road-takes-you-deeper.jpg?w=1200&h=1200&s=1,Binsar Wildlife Sanctuary is a well-known Wildlife Sanctuary located in Almora. It is of Wildlife significance.,2.0,4.3,150,False,None,True
Okhla Bird Sanctuary,Noida,Uttar Pradesh,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/0/0b/Okhla_bird_sanctuary_Entrance.jpeg,Okhla Bird Sanctuary is a well-known Bird Sanctuary located in Noida. It is of Wildlife significance.,1.5,4.3,30,True,None,True
Kishtwar National Park,Kishtwar,Jammu and Kashmir,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/0/0b/Sunrise_in_Kishtwar_National_Park%2C_Jammu_and_Kashmir%2C_India.jpg,Kishtwar National Park is a well-known National Park located in Kishtwar. It is of Wildlife significance.,3.0,4.3,100,False,None,True
Badaghagara Waterfall,Keonjhar,Odisha,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/5/55/Badaghagara_Kendujhar.jpg,Badaghagara Waterfall is a well-known Waterfall located in Keonjhar. It is of Nature significance.,1.0,4.3,0,False,None,True
Papikondalu,Rajahmundry,Andhra Pradesh,NATURE,All,https://papikondalu.net.in/assets/images/papikondalu-tour-1200x800.jpg,Papikondalu is a well-known Hill located in Rajahmundry. It is of Nature significance.,2.0,4.3,0,True,None,True
Nathula Pass,Gangtok,Sikkim,CULTURE,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/3c/94/7e/pass-of-listening-ears.jpg?w=900&h=500&s=1,Nathula Pass is a well-known Hill located in Gangtok. It is of Historical significance.,2.0,4.3,20,True,None,True
Sanjay Gandhi Biological Park,Patna,Bihar,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Sanjay_Gandhi_Jaivik_Udyan.jpg/1200px-Sanjay_Gandhi_Jaivik_Udyan.jpg,Sanjay Gandhi Biological Park is a well-known Zoo located in Patna. It is of Wildlife significance.,2.5,4.3,30,True,None,True
Jantar Mantar,Delhi,Delhi,CULTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/b/b8/Jantar_Mantar%2C_New_Delhi_%28Misra_Yantra%29.jpg,Jantar Mantar is a well-known Observatory located in Delhi. It is of Scientific significance.,2.0,4.2,15,True,None,True
Chandni Chowk,Delhi,Delhi,CULTURE,Afternoon,"https://media.cnn.com/api/v1/images/stellar/prod/gurudwara-sis-ganj-and-the-golden-mosque-next-to-it.jpg?c=16x9&q=h_833,w_1480,c_fill",Chandni Chowk is a well-known Market located in Delhi. It is of Market significance.,3.0,4.2,0,True,Sunday,True
Agrasen ki Baoli,Delhi,Delhi,CULTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg/800px-Agrasen_ki_Baoli%2C_New_Delhi%2C_India_-_20070127.jpg,Agrasen ki Baoli is a well-known Stepwell located in Delhi. It is of Historical significance.,1.0,4.2,0,True,None,True
Bangalore Palace,Bangalore,Karnataka,HERITAGE,Morning,https://upload.wikimedia.org/wikipedia/commons/8/8f/Bangalore_Mysore_Maharaja_Palace.jpg,Bangalore Palace is a well-known Palace located in Bangalore. It is of Historical significance.,2.0,4.2,500,True,Monday,True
Nehru Zoological Park,Hyderabad,Telangana,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/51/16/34/nehru-zoological-park.jpg?w=1200&h=-1&s=1,Nehru Zoological Park is a well-known Zoo located in Hyderabad. It is of Wildlife significance.,3.0,4.2,50,True,None,True
Fort Aguada,Goa,Goa,ADVENTURE,Morning,https://upload.wikimedia.org/wikipedia/commons/a/ad/Fort_aguada.jpg,Fort Aguada is a well-known Fort located in Goa. It is of Historical significance.,1.5,4.2,0,True,None,True
Chapora Fort,Goa,Goa,ADVENTURE,Evening,https://upload.wikimedia.org/wikipedia/commons/3/35/Fort_Chapora_26012016.jpg,Chapora Fort is a well-known Fort located in Goa. It is of Historical significance.,1.0,4.2,0,True,None,True
Miramar Beach,Goa,Goa,NATURE,Evening,https://www.beachblueproperties.com/wp-content/uploads/2024/03/miramar_beach_shutterstock-1350x900.jpg,Miramar Beach is a well-known Beach located in Goa. It is of Scenic significance.,1.5,4.2,0,True,None,True
Alibaug Beach,Alibaug,Maharastra,NATURE,Evening,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/46/6b/0a/alibaug.jpg?w=1200&h=-1&s=1,Alibaug Beach is a well-known Beach located in Alibaug. It is of Recreational significance.,1.5,4.2,0,True,None,True
Naini Lake,Nainital,Uttarakhand,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/2/28/The_Boat_and_The_Lake.jpg,Naini Lake is a well-known Lake located in Nainital. It is of Nature significance.,1.5,4.2,0,True,None,True
Kempty Falls,Mussoorie,Uttarakhand,NATURE,Morning,https://www.justahotels.com/wp-content/uploads/2024/03/kempty-falls-scaled.jpeg,Kempty Falls is a well-known Waterfall located in Mussoorie. It is of Nature significance.,1.5,4.2,15,True,None,True
Allen Forest Zoo,Kanpur,Uttar Pradesh,NATURE,All,https://upload.wikimedia.org/wikipedia/commons/d/d0/Oskanpur-2.jpg,Allen Forest Zoo is a well-known Zoo located in Kanpur. It is of Wildlife significance.,2.0,4.2,150,True,Monday,True
Chandipur Beach,Balasore,Odisha,NATURE,Morning,https://static.toiimg.com/photo/47121490.cms,Chandipur Beach is a well-known Beach located in Balasore. It is of Recreational significance.,1.5,4.2,0,True,None,True
Yercaud Lake,Yercaud,Tamil Nadu,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/13/4d/52/20171022120346-img-1018.jpg?w=1200&h=-1&s=1,Yercaud Lake is a well-known Lake located in Yercaud. It is of Recreational significance.,1.0,4.2,0,False,None,True
Waste to Wonder Park,Delhi,Delhi,CULTURE,Evening,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/aa/20/2c/made-by-cupboard-sheets.jpg?w=1200&h=-1&s=1,Waste to Wonder Park is a well-known Theme Park located in Delhi. It is of Environmental significance.,2.0,4.1,50,True,Monday,True
Garden of Five Senses,Delhi,Delhi,CULTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/32/8b/e9/nipunsagarofficial-5.jpg?w=1200&h=-1&s=1,Garden of Five Senses is a well-known Park located in Delhi. It is of Botanical significance.,2.0,4.1,35,True,None,True
Lumbini Park,Hyderabad,Telangana,RELAXATION,Evening,https://upload.wikimedia.org/wikipedia/commons/c/c2/Lumbini_Park%2C_Hyderabad.jpg,Lumbini Park is a well-known Park located in Hyderabad. It is of Recreational significance.,1.0,4.1,20,True,None,True
Eden Gardens,Kolkata,West Bengal,ADVENTURE,All,https://upload.wikimedia.org/wikipedia/commons/7/73/%E0%A6%87%E0%A6%A1%E0%A7%87%E0%A6%A8_%E0%A6%97%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8%E0%A7%87_%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%93_%E0%A6%AA%E0%A6%BE%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0_%E0%A6%96%E0%A7%87%E0%A6%B2%E0%A6%BE_%E0%A7%AB.jpg,Eden Gardens is a well-known Cricket Ground located in Kolkata. It is of Sports significance.,3.0,4.1,2500,True,None,True
Abbey Falls,Coorg,Karnataka,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/7/7a/Abbey_Falls_New.jpg,Abbey Falls is a well-known Waterfall located in Coorg. It is of Nature significance.,1.0,4.1,0,False,None,True
Sula Vineyards,Nashik,Maharastra,RELAXATION,Afternoon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/3f/8e/3d/a-view-from-the-vineyards.jpg?w=1200&h=-1&s=1,Sula Vineyards is a well-known Vineyard located in Nashik. It is of Recreational significance.,2.0,4.1,300,True,None,True
Solang Valley,Manali,Himachal Pradesh,ADVENTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b2/79/37/solang-valley-manali.jpg?w=1200&h=-1&s=1,Solang Valley is a well-known Valley located in Manali. It is of Adventure significance.,2.0,4.1,0,False,None,True
Aligarh Fort,Aligarh,Uttar Pradesh,ADVENTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/7/74/Aligarh_fort%2C_Aligarh.jpg,Aligarh Fort is a well-known Fort located in Aligarh. It is of Historical significance.,1.0,4.1,20,True,None,True
Patnitop Height,Udhampur,Jammu and Kashmir,RELAXATION,All,https://r2imghtlak.mmtcdn.com/r2-mmt-htl-image/htl-imgs/201301031541242571-104aecda4fbc11e9a5c70242ac110003.jpg,Patnitop Height is a well-known Hill located in Udhampur. It is of Recreational significance.,2.0,4.1,0,False,None,True
Nand Gaon,Mathura,Uttar Pradesh,CULTURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/a5/1d/8d/nandgaon-temple.jpg?w=900&h=500&s=1,Nand Gaon is a well-known Village located in Mathura. It is of Cultural significance.,1.0,4.1,0,True,None,True
Ooty Lake,Ooty,Tamil Nadu,NATURE,Morning,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/72/6e/a0/ooty-lake.jpg?w=1200&h=1200&s=1,Ooty Lake is a well-known Lake located in Ooty. It is of Recreational significance.,1.0,4.1,10,True,None,True
Umananda Island,Guwahati,Assam,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/4/4b/Umananda_Island%2C_Guwahati_%284%29.jpg,Umananda Island is a well-known Island located in Guwahati. It is of Nature significance.,1.0,4.1,0,True,None,True
Auroville,Auroville,Puducherry,CULTURE,All,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Auroville.JPG/1200px-Auroville.JPG,Auroville is a well-known Township located in Auroville. It is of Cultural significance.,2.0,4.1,0,True,None,True
Chaubatia Gardens,Ranikhet,Uttarakhand,RELAXATION,All,https://static.toiimg.com/photo/59142289.cms,Chaubatia Gardens is a well-known Orchard located in Ranikhet. It is of Recreational significance.,1.0,4.0,50,False,None,True
Kozhikode Beach,Kozhikode,Kerala,NATURE,All,https://www.keralatourism.org/_next/image/?url=http%3A%2F%2F127.0.0.1%2Fktadmin%2Fimg%2Fpages%2Fmobile%2Fkozhikode-beach-1724136273_4f4e219404e64aa92290.webp&w=3840&q=75,Kozhikode Beach is a well-known Beach located in Kozhikode. It is of Recreational significance.,1.5,3.9,0,True,None,True
Jahaz Mahal,Mandu,Madhya Pradesh,CULTURE,Afternoon,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Front_view_of_Jahaz_Mahal%2C_Mehrauli.jpg/1200px-Front_view_of_Jahaz_Mahal%2C_Mehrauli.jpg,Jahaz Mahal is a well-known Site located in Mandu. It is of Historical significance.,1.0,3.9,50,False,None,True
Chilika Lake,Chilika,Odisha,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Birds_eyeview_of_Chilika_Lake.jpg/640px-Birds_eyeview_of_Chilika_Lake.jpg,Chilika Lake is a well-known Lake located in Chilika. It is of Nature significance.,2.0,3.9,0,True,None,True
Marina Beach,Chennai,Tamil Nadu,NATURE,Morning,https://upload.wikimedia.org/wikipedia/commons/d/d9/Chennai_-_bird%27s-eye_view.jpg,Marina Beach is a well-known Beach located in Chennai. It is of Recreational significance.,1.5,3.9,0,True,None,True
